Variedad,Viñedo,Día desde 15/01,Brix,pH,Ac Total,Días hasta cosecha,Fecha_Cosecha,tavg_7d,tmin_7d,tmax_7d,prcp_7d,wspd_7d,pres_7d
Syrah,San Carlos,20,14.47,3.13,10.16,39,2024-02-04,28.16,21.5,34.13,0.23,12.89,1010.61
Syrah,San Carlos,25,16.43,3.2,9.79,34,2024-02-09,27.34,20.99,32.9,0.19,15.03,1010.14
Syrah,San Carlos,30,16.67,3.2,9.49,29,2024-02-14,22.43,17.74,27.44,2.8,13.73,1012.94
Syrah,San Carlos,35,18.6,3.37,8.18,24,2024-02-19,22.34,16.29,28.66,0.81,13.91,1014.5
Syrah,San Carlos,40,19.03,3.32,7.68,19,2024-02-24,22.37,17.37,27.91,3.77,12.94,1011.71
Syrah,San Carlos,45,21.03,3.34,7.07,14,2024-03-01,20.04,15.34,25.21,1.87,10.23,1015.03
Syrah,San Carlos,50,21.94,3.36,6.38,9,2024-03-06,20.69,15.79,26.21,1.8,11.1,1014.16
Syrah,San Carlos,59,23.12,3.38,6.64,0,2024-03-15,21.6,15.71,28.56,0.26,13.39,1009.27
Cabernet,Agrelo,15,13.77,3.21,9.79,32,2024-01-30,27.39,19.01,33.16,0.19,11.61,1010.56
Cabernet,Agrelo,20,15.77,3.23,10.05,27,2024-02-04,28.61,20.76,34.59,0.66,12.33,1010.73
Cabernet,Agrelo,25,19.0,3.3,8.75,22,2024-02-09,26.87,20.31,33.23,1.41,13.44,1010.07
Cabernet,Agrelo,30,19.2,3.36,8.07,17,2024-02-14,24.1,19.29,28.66,2.01,13.39,1012.81
Cabernet,Agrelo,35,21.32,3.38,7.68,12,2024-02-19,24.5,17.06,30.61,5.24,13.16,1014.54
Cabernet,Agrelo,40,22.25,3.45,7.15,7,2024-02-24,24.59,17.96,30.29,4.9,13.37,1011.56
Cabernet,Agrelo,47,23.1,3.45,5.93,0,2024-03-03,23.6,18.01,28.19,0.74,10.6,1013.17
Cabernet,Agrelo,15,14.84,3.22,10.58,32,2024-01-30,27.39,19.01,33.16,0.19,11.61,1010.56
Cabernet,Agrelo,20,14.89,3.2,8.86,27,2024-02-04,28.61,20.76,34.59,0.66,12.33,1010.73
Cabernet,Agrelo,25,16.23,3.27,8.69,22,2024-02-09,26.87,20.31,33.23,1.41,13.44,1010.07
Cabernet,Agrelo,30,19.09,3.34,8.54,17,2024-02-14,24.1,19.29,28.66,2.01,13.39,1012.81
Cabernet,Agrelo,35,20.45,3.52,7.62,12,2024-02-19,24.5,17.06,30.61,5.24,13.16,1014.54
Cabernet,Agrelo,40,22.84,3.31,7.3,7,2024-02-24,24.59,17.96,30.29,4.9,13.37,1011.56
Cabernet,Agrelo,47,23.31,3.38,6.38,0,2024-03-03,23.6,18.01,28.19,0.74,10.6,1013.17
Malbec,Drummond,15,14.22,3.08,10.43,33,2024-01-30,27.89,19.51,33.66,0.19,11.61,1010.56
Malbec,Drummond,20,15.84,3.28,9.44,28,2024-02-04,29.11,21.26,35.09,0.66,12.33,1010.73
Malbec,Drummond,25,17.06,3.26,8.91,23,2024-02-09,27.37,20.81,33.73,1.41,13.44,1010.07
Malbec,Drummond,30,18.42,3.29,7.88,18,2024-02-14,24.6,19.79,29.16,2.01,13.39,1012.81
Malbec,Drummond,35,19.99,3.4,7.58,13,2024-02-19,25.0,17.56,31.11,5.24,13.16,1014.54
Malbec,Drummond,40,22.17,3.41,6.57,8,2024-02-24,25.09,18.46,30.79,4.9,13.37,1011.56
Malbec,Drummond,48,23.76,3.77,3.99,0,2024-03-04,24.13,18.74,28.26,0.74,10.7,1013.14
Malbec,Drummond,15,13.98,3.14,10.36,35,2024-01-30,27.89,19.51,33.66,0.19,11.61,1010.56
Malbec,Drummond,20,15.52,3.27,9.94,30,2024-02-04,29.11,21.26,35.09,0.66,12.33,1010.73
Malbec,Drummond,25,16.41,3.28,9.46,25,2024-02-09,27.37,20.81,33.73,1.41,13.44,1010.07
Malbec,Drummond,30,18.15,3.29,8.24,20,2024-02-14,24.6,19.79,29.16,2.01,13.39,1012.81
Malbec,Drummond,35,19.55,3.27,7.4,15,2024-02-19,25.0,17.56,31.11,5.24,13.16,1014.54
Malbec,Drummond,40,21.24,3.48,7.02,10,2024-02-24,25.09,18.46,30.79,4.9,13.37,1011.56
Malbec,Drummond,45,22.28,3.54,6.27,5,2024-03-01,23.46,17.23,27.53,0.8,10.56,1014.89
Malbec,Drummond,50,23.76,3.77,3.99,0,2024-03-06,23.33,17.91,28.61,0.56,11.07,1014.09
Malbec,Drummond,15,15.04,3.1,10.07,31,2024-01-30,27.89,19.51,33.66,0.19,11.61,1010.56
Malbec,Drummond,20,16.28,3.21,9.45,26,2024-02-04,29.11,21.26,35.09,0.66,12.33,1010.73
Malbec,Drummond,25,17.71,3.23,9.19,21,2024-02-09,27.37,20.81,33.73,1.41,13.44,1010.07
Malbec,Drummond,30,19.75,3.39,8.39,16,2024-02-14,24.6,19.79,29.16,2.01,13.39,1012.81
Malbec,Drummond,35,19.86,3.43,7.63,11,2024-02-19,25.0,17.56,31.11,5.24,13.16,1014.54
Malbec,Drummond,40,21.41,3.42,6.87,6,2024-02-24,25.09,18.46,30.79,4.9,13.37,1011.56
Malbec,Drummond,46,23.76,3.77,3.99,0,2024-03-02,23.99,18.09,28.39,0.8,9.81,1013.96
Malbec,Agrelo,15,15.73,3.16,9.42,28,2024-01-30,27.39,19.01,33.16,0.19,11.61,1010.56
Malbec,Agrelo,20,16.46,3.26,9.09,23,2024-02-04,28.61,20.76,34.59,0.66,12.33,1010.73
Malbec,Agrelo,25,18.35,3.25,8.47,18,2024-02-09,26.87,20.31,33.23,1.41,13.44,1010.07
Malbec,Agrelo,30,19.93,3.36,7.33,13,2024-02-14,24.1,19.29,28.66,2.01,13.39,1012.81
Malbec,Agrelo,35,21.18,3.49,6.97,8,2024-02-19,24.5,17.06,30.61,5.24,13.16,1014.54
Malbec,Agrelo,43,25.25,3.65,4.84,0,2024-02-27,23.33,17.11,28.07,0.59,11.51,1012.96
Cabernet,San Carlos,15,14.03,3.07,9.99,47,2024-01-30,27.1,19.87,33.7,0.19,13.46,1010.24
Cabernet,San Carlos,20,14.75,3.09,9.55,42,2024-02-04,28.16,21.5,34.13,0.23,12.89,1010.61
Cabernet,San Carlos,25,16.28,3.24,9.48,37,2024-02-09,27.34,20.99,32.9,0.19,15.03,1010.14
Cabernet,San Carlos,30,16.71,3.12,9.37,32,2024-02-14,22.43,17.74,27.44,2.8,13.73,1012.94
Cabernet,San Carlos,35,17.56,3.3,7.87,27,2024-02-19,22.34,16.29,28.66,0.81,13.91,1014.5
Cabernet,San Carlos,40,19.52,3.28,7.72,22,2024-02-24,22.37,17.37,27.91,3.77,12.94,1011.71
Cabernet,San Carlos,45,19.99,3.33,7.97,17,2024-03-01,20.04,15.34,25.21,1.87,10.23,1015.03
Cabernet,San Carlos,50,21.08,3.47,7.26,12,2024-03-06,20.69,15.79,26.21,1.8,11.1,1014.16
Cabernet,San Carlos,55,22.87,3.44,7.06,7,2024-03-11,20.67,14.76,27.44,0.5,11.39,1010.93
Cabernet,San Carlos,62,22.97,3.49,6.07,0,2024-03-18,20.89,14.7,28.1,0.19,12.47,1009.33
Syrah,San Carlos,15,14.14,3.09,10.53,46,2024-01-30,27.1,19.87,33.7,0.19,13.46,1010.24
Syrah,San Carlos,20,14.99,3.16,10.11,41,2024-02-04,28.16,21.5,34.13,0.23,12.89,1010.61
Syrah,San Carlos,25,15.55,3.29,9.24,36,2024-02-09,27.34,20.99,32.9,0.19,15.03,1010.14
Syrah,San Carlos,30,16.54,3.22,9.21,31,2024-02-14,22.43,17.74,27.44,2.8,13.73,1012.94
Syrah,San Carlos,35,17.51,3.29,8.61,26,2024-02-19,22.34,16.29,28.66,0.81,13.91,1014.5
Syrah,San Carlos,40,18.83,3.34,7.76,21,2024-02-24,22.37,17.37,27.91,3.77,12.94,1011.71
Syrah,San Carlos,45,19.77,3.37,7.08,16,2024-03-01,20.04,15.34,25.21,1.87,10.23,1015.03
Syrah,San Carlos,50,20.4,3.44,7.4,11,2024-03-06,20.69,15.79,26.21,1.8,11.1,1014.16
Syrah,San Carlos,55,22.39,3.42,6.89,6,2024-03-11,20.67,14.76,27.44,0.5,11.39,1010.93
Syrah,San Carlos,61,23.2,3.42,6.31,0,2024-03-17,21.07,14.79,28.36,0.19,12.56,1009.41
Malbec,Agrelo,15,14.57,3.22,9.4,31,2024-01-30,27.39,19.01,33.16,0.19,11.61,1010.56
Malbec,Agrelo,20,15.39,3.22,9.52,26,2024-02-04,28.61,20.76,34.59,0.66,12.33,1010.73
Malbec,Agrelo,25,18.03,3.28,8.79,21,2024-02-09,26.87,20.31,33.23,1.41,13.44,1010.07
Malbec,Agrelo,30,18.94,3.41,7.76,16,2024-02-14,24.1,19.29,28.66,2.01,13.39,1012.81
Malbec,Agrelo,35,20.83,3.33,7.6,11,2024-02-19,24.5,17.06,30.61,5.24,13.16,1014.54
Malbec,Agrelo,40,21.66,3.47,6.82,6,2024-02-24,24.59,17.96,30.29,4.9,13.37,1011.56
Malbec,Agrelo,46,25.25,3.65,4.84,0,2024-03-02,23.49,17.59,27.89,0.8,9.81,1013.96
Cabernet,Drummond,15,13.39,3.04,10.15,48,2024-01-30,27.89,19.51,33.66,0.19,11.61,1010.56
Cabernet,Drummond,20,14.74,3.15,9.92,43,2024-02-04,29.11,21.26,35.09,0.66,12.33,1010.73
Cabernet,Drummond,25,15.19,3.16,9.65,38,2024-02-09,27.37,20.81,33.73,1.41,13.44,1010.07
Cabernet,Drummond,30,16.89,3.13,9.57,33,2024-02-14,24.6,19.79,29.16,2.01,13.39,1012.81
Cabernet,Drummond,35,18.45,3.16,8.99,28,2024-02-19,25.0,17.56,31.11,5.24,13.16,1014.54
Cabernet,Drummond,40,19.42,3.32,7.8,23,2024-02-24,25.09,18.46,30.79,4.9,13.37,1011.56
Cabernet,Drummond,45,20.51,3.35,7.88,18,2024-03-01,23.46,17.23,27.53,0.8,10.56,1014.89
Cabernet,Drummond,50,22.22,3.41,6.96,13,2024-03-06,23.33,17.91,28.61,0.56,11.07,1014.09
Cabernet,Drummond,55,22.05,3.4,6.89,8,2024-03-11,23.49,17.46,29.71,0.03,10.73,1010.87
Cabernet,Drummond,63,22.93,3.45,5.9,0,2024-03-19,23.24,17.61,29.33,0.04,11.83,1009.11
Malbec,Drummond,15,14.39,3.21,10.36,36,2024-01-30,27.89,19.51,33.66,0.19,11.61,1010.56
Malbec,Drummond,20,15.92,3.24,9.58,31,2024-02-04,29.11,21.26,35.09,0.66,12.33,1010.73
Malbec,Drummond,25,17.23,3.2,9.16,26,2024-02-09,27.37,20.81,33.73,1.41,13.44,1010.07
Malbec,Drummond,30,18.52,3.35,8.72,21,2024-02-14,24.6,19.79,29.16,2.01,13.39,1012.81
Malbec,Drummond,35,20.14,3.34,7.78,16,2024-02-19,25.0,17.56,31.11,5.24,13.16,1014.54
Malbec,Drummond,40,20.84,3.41,6.75,11,2024-02-24,25.09,18.46,30.79,4.9,13.37,1011.56
Malbec,Drummond,45,23.02,3.44,6.58,6,2024-03-01,23.46,17.23,27.53,0.8,10.56,1014.89
Malbec,Drummond,51,23.76,3.77,3.99,0,2024-03-07,23.07,17.43,28.07,0.53,10.79,1013.87
Malbec,San Carlos,15,14.39,3.03,10.12,38,2024-01-30,27.1,19.87,33.7,0.19,13.46,1010.24
Malbec,San Carlos,20,15.39,3.25,9.59,33,2024-02-04,28.16,21.5,34.13,0.23,12.89,1010.61
Malbec,San Carlos,25,15.67,3.27,8.98,28,2024-02-09,27.34,20.99,32.9,0.19,15.03,1010.14
Malbec,San Carlos,30,17.33,3.25,8.55,23,2024-02-14,22.43,17.74,27.44,2.8,13.73,1012.94
Malbec,San Carlos,35,18.94,3.22,8.31,18,2024-02-19,22.34,16.29,28.66,0.81,13.91,1014.5
Malbec,San Carlos,40,21.2,3.41,7.13,13,2024-02-24,22.37,17.37,27.91,3.77,12.94,1011.71
Malbec,San Carlos,45,21.79,3.42,7.09,8,2024-03-01,20.04,15.34,25.21,1.87,10.23,1015.03
Malbec,San Carlos,53,25.57,3.84,3.67,0,2024-03-09,20.83,14.9,27.54,0.43,11.29,1012.07
Malbec,San Carlos,15,12.25,3.13,10.91,48,2024-01-30,27.1,19.87,33.7,0.19,13.46,1010.24
Malbec,San Carlos,20,14.83,3.12,10.55,43,2024-02-04,28.16,21.5,34.13,0.23,12.89,1010.61
Malbec,San Carlos,25,14.94,3.26,9.29,38,2024-02-09,27.34,20.99,32.9,0.19,15.03,1010.14
Malbec,San Carlos,30,16.49,3.27,8.7,33,2024-02-14,22.43,17.74,27.44,2.8,13.73,1012.94
Malbec,San Carlos,35,18.51,3.26,8.71,28,2024-02-19,22.34,16.29,28.66,0.81,13.91,1014.5
Malbec,San Carlos,40,19.47,3.28,8.51,23,2024-02-24,22.37,17.37,27.91,3.77,12.94,1011.71
Malbec,San Carlos,45,20.82,3.32,8.13,18,2024-03-01,20.04,15.34,25.21,1.87,10.23,1015.03
Malbec,San Carlos,50,20.23,3.42,6.87,13,2024-03-06,20.69,15.79,26.21,1.8,11.1,1014.16
Malbec,San Carlos,55,22.69,3.48,7.39,8,2024-03-11,20.67,14.76,27.44,0.5,11.39,1010.93
Malbec,San Carlos,63,25.57,3.84,3.67,0,2024-03-19,20.66,14.63,27.69,0.01,12.63,1009.29
Syrah,San Carlos,15,13.8,3.06,10.6,48,2024-01-30,27.1,19.87,33.7,0.19,13.46,1010.24
Syrah,San Carlos,20,14.42,3.09,10.43,43,2024-02-04,28.16,21.5,34.13,0.23,12.89,1010.61
Syrah,San Carlos,25,15.15,3.17,9.32,38,2024-02-09,27.34,20.99,32.9,0.19,15.03,1010.14
Syrah,San Carlos,30,17.02,3.16,9.33,33,2024-02-14,22.43,17.74,27.44,2.8,13.73,1012.94
Syrah,San Carlos,35,18.3,3.3,8.88,28,2024-02-19,22.34,16.29,28.66,0.81,13.91,1014.5
Syrah,San Carlos,40,19.27,3.27,8.62,23,2024-02-24,22.37,17.37,27.91,3.77,12.94,1011.71
Syrah,San Carlos,45,19.77,3.35,7.61,18,2024-03-01,20.04,15.34,25.21,1.87,10.23,1015.03
Syrah,San Carlos,50,21.36,3.37,7.26,13,2024-03-06,20.69,15.79,26.21,1.8,11.1,1014.16
Syrah,San Carlos,55,21.6,3.49,6.96,8,2024-03-11,20.67,14.76,27.44,0.5,11.39,1010.93
Syrah,San Carlos,63,23.19,3.45,6.48,0,2024-03-19,20.66,14.63,27.69,0.01,12.63,1009.29
Cabernet,Agrelo,15,14.42,3.2,10.23,36,2024-01-30,27.39,19.01,33.16,0.19,11.61,1010.56
Cabernet,Agrelo,20,15.39,3.11,9.84,31,2024-02-04,28.61,20.76,34.59,0.66,12.33,1010.73
Cabernet,Agrelo,25,16.95,3.24,9.0,26,2024-02-09,26.87,20.31,33.23,1.41,13.44,1010.07
Cabernet,Agrelo,30,18.22,3.28,8.31,21,2024-02-14,24.1,19.29,28.66,2.01,13.39,1012.81
Cabernet,Agrelo,35,19.73,3.37,7.65,16,2024-02-19,24.5,17.06,30.61,5.24,13.16,1014.54
Cabernet,Agrelo,40,20.78,3.38,7.3,11,2024-02-24,24.59,17.96,30.29,4.9,13.37,1011.56
Cabernet,Agrelo,45,22.29,3.47,6.21,6,2024-03-01,22.96,16.73,27.03,0.8,10.56,1014.89
Cabernet,Agrelo,51,22.99,3.5,5.94,0,2024-03-07,22.57,16.93,27.57,0.53,10.79,1013.87
Syrah,Drummond,15,14.16,3.24,10.19,31,2024-01-30,27.89,19.51,33.66,0.19,11.61,1010.56
Syrah,Drummond,20,15.39,3.24,8.76,26,2024-02-04,29.11,21.26,35.09,0.66,12.33,1010.73
Syrah,Drummond,25,17.92,3.32,8.56,21,2024-02-09,27.37,20.81,33.73,1.41,13.44,1010.07
Syrah,Drummond,30,19.19,3.42,7.94,16,2024-02-14,24.6,19.79,29.16,2.01,13.39,1012.81
Syrah,Drummond,35,20.12,3.45,8.02,11,2024-02-19,25.0,17.56,31.11,5.24,13.16,1014.54
Syrah,Drummond,40,22.18,3.49,7.19,6,2024-02-24,25.09,18.46,30.79,4.9,13.37,1011.56
Syrah,Drummond,46,23.32,3.46,6.5,0,2024-03-02,23.99,18.09,28.39,0.8,9.81,1013.96
Syrah,San Carlos,15,14.59,3.18,10.53,41,2024-01-30,27.1,19.87,33.7,0.19,13.46,1010.24
Syrah,San Carlos,20,15.26,3.25,10.11,36,2024-02-04,28.16,21.5,34.13,0.23,12.89,1010.61
Syrah,San Carlos,25,16.5,3.17,10.24,31,2024-02-09,27.34,20.99,32.9,0.19,15.03,1010.14
Syrah,San Carlos,30,16.95,3.25,8.29,26,2024-02-14,22.43,17.74,27.44,2.8,13.73,1012.94
Syrah,San Carlos,35,19.02,3.32,8.48,21,2024-02-19,22.34,16.29,28.66,0.81,13.91,1014.5
Syrah,San Carlos,40,19.13,3.41,7.47,16,2024-02-24,22.37,17.37,27.91,3.77,12.94,1011.71
Syrah,San Carlos,45,21.18,3.45,7.26,11,2024-03-01,20.04,15.34,25.21,1.87,10.23,1015.03
Syrah,San Carlos,50,22.67,3.49,6.77,6,2024-03-06,20.69,15.79,26.21,1.8,11.1,1014.16
Syrah,San Carlos,56,23.58,3.48,6.17,0,2024-03-12,21.0,15.2,27.8,0.63,11.69,1009.87
Malbec,Drummond,15,13.74,3.11,10.53,37,2024-01-30,27.89,19.51,33.66,0.19,11.61,1010.56
Malbec,Drummond,20,16.19,3.22,9.74,32,2024-02-04,29.11,21.26,35.09,0.66,12.33,1010.73
Malbec,Drummond,25,16.51,3.26,8.87,27,2024-02-09,27.37,20.81,33.73,1.41,13.44,1010.07
Malbec,Drummond,30,17.11,3.37,8.24,22,2024-02-14,24.6,19.79,29.16,2.01,13.39,1012.81
Malbec,Drummond,35,19.26,3.37,8.39,17,2024-02-19,25.0,17.56,31.11,5.24,13.16,1014.54
Malbec,Drummond,40,20.9,3.32,7.29,12,2024-02-24,25.09,18.46,30.79,4.9,13.37,1011.56
Malbec,Drummond,45,21.78,3.43,7.18,7,2024-03-01,23.46,17.23,27.53,0.8,10.56,1014.89
Malbec,Drummond,52,23.76,3.77,3.99,0,2024-03-08,23.17,17.19,28.13,0.06,10.53,1012.93
Malbec,San Carlos,15,13.28,3.18,10.09,45,2024-01-30,27.1,19.87,33.7,0.19,13.46,1010.24
Malbec,San Carlos,20,14.17,3.18,10.09,40,2024-02-04,28.16,21.5,34.13,0.23,12.89,1010.61
Malbec,San Carlos,25,15.59,3.19,9.66,35,2024-02-09,27.34,20.99,32.9,0.19,15.03,1010.14
Malbec,San Carlos,30,17.42,3.2,9.11,30,2024-02-14,22.43,17.74,27.44,2.8,13.73,1012.94
Malbec,San Carlos,35,18.92,3.29,8.18,25,2024-02-19,22.34,16.29,28.66,0.81,13.91,1014.5
Malbec,San Carlos,40,18.77,3.33,8.31,20,2024-02-24,22.37,17.37,27.91,3.77,12.94,1011.71
Malbec,San Carlos,45,20.48,3.38,7.2,15,2024-03-01,20.04,15.34,25.21,1.87,10.23,1015.03
Malbec,San Carlos,50,22.16,3.36,6.85,10,2024-03-06,20.69,15.79,26.21,1.8,11.1,1014.16
Malbec,San Carlos,55,23.15,3.36,6.55,5,2024-03-11,20.67,14.76,27.44,0.5,11.39,1010.93
Malbec,San Carlos,60,25.57,3.84,3.67,0,2024-03-16,20.99,15.19,27.77,0.26,13.0,1009.87
Malbec,Agrelo,15,14.59,3.14,10.59,38,2024-01-30,27.39,19.01,33.16,0.19,11.61,1010.56
Malbec,Agrelo,20,15.1,3.1,9.46,33,2024-02-04,28.61,20.76,34.59,0.66,12.33,1010.73
Malbec,Agrelo,25,17.39,3.22,9.1,28,2024-02-09,26.87,20.31,33.23,1.41,13.44,1010.07
Malbec,Agrelo,30,17.77,3.38,9.09,23,2024-02-14,24.1,19.29,28.66,2.01,13.39,1012.81
Malbec,Agrelo,35,20.35,3.32,8.13,18,2024-02-19,24.5,17.06,30.61,5.24,13.16,1014.54
Malbec,Agrelo,40,19.81,3.45,7.12,13,2024-02-24,24.59,17.96,30.29,4.9,13.37,1011.56
Malbec,Agrelo,45,22.0,3.37,6.73,8,2024-03-01,22.96,16.73,27.03,0.8,10.56,1014.89
Malbec,Agrelo,53,25.25,3.65,4.84,0,2024-03-09,22.76,16.26,27.9,0.06,10.86,1012.13
Cabernet,San Carlos,15,12.55,3.05,10.67,62,2024-01-30,27.1,19.87,33.7,0.19,13.46,1010.24
Cabernet,San Carlos,20,14.23,3.14,10.19,57,2024-02-04,28.16,21.5,34.13,0.23,12.89,1010.61
Cabernet,San Carlos,25,14.75,3.19,10.21,52,2024-02-09,27.34,20.99,32.9,0.19,15.03,1010.14
Cabernet,San Carlos,30,14.97,3.16,9.46,47,2024-02-14,22.43,17.74,27.44,2.8,13.73,1012.94
Cabernet,San Carlos,35,16.18,3.25,9.36,42,2024-02-19,22.34,16.29,28.66,0.81,13.91,1014.5
Cabernet,San Carlos,40,17.46,3.33,9.09,37,2024-02-24,22.37,17.37,27.91,3.77,12.94,1011.71
Cabernet,San Carlos,45,18.11,3.23,8.28,32,2024-03-01,20.04,15.34,25.21,1.87,10.23,1015.03
Cabernet,San Carlos,50,18.96,3.37,8.1,27,2024-03-06,20.69,15.79,26.21,1.8,11.1,1014.16
Cabernet,San Carlos,55,19.67,3.32,7.69,22,2024-03-11,20.67,14.76,27.44,0.5,11.39,1010.93
Cabernet,San Carlos,60,21.35,3.47,7.26,17,2024-03-16,20.99,15.19,27.77,0.26,13.0,1009.87
Cabernet,San Carlos,65,21.8,3.36,7.52,12,2024-03-21,20.0,13.44,27.5,0.0,14.13,1007.96
Cabernet,San Carlos,70,22.03,3.51,6.44,7,2024-03-26,19.24,11.64,27.46,0.0,13.29,1012.31
Cabernet,San Carlos,77,23.34,3.43,6.88,0,2024-04-02,19.67,12.7,27.33,0.76,10.73,1015.0